,model_name,frame_number,people,error,perc_error
1892,ssd_mobilenet_docker,303.0,4,2,0.3333333333333333
1893,ssd_mobilenet_docker,304.0,5,1,0.16666666666666666
1894,ssd_mobilenet_docker,305.0,5,1,0.16666666666666666
1895,ssd_mobilenet_docker,306.0,5,1,0.16666666666666666
1896,ssd_mobilenet_docker,307.0,5,1,0.16666666666666666
1897,ssd_mobilenet_docker,308.0,5,1,0.16666666666666666
1898,ssd_mobilenet_docker,309.0,5,1,0.16666666666666666
1899,ssd_mobilenet_docker,310.0,4,2,0.3333333333333333
1900,ssd_mobilenet_docker,311.0,5,1,0.16666666666666666
1901,ssd_mobilenet_docker,312.0,3,3,0.5
1902,ssd_mobilenet_docker,313.0,5,1,0.16666666666666666
1903,ssd_mobilenet_docker,314.0,6,0,0.0
1904,ssd_mobilenet_docker,315.0,4,2,0.3333333333333333
1905,ssd_mobilenet_docker,316.0,4,2,0.3333333333333333
1906,ssd_mobilenet_docker,317.0,5,1,0.16666666666666666
1907,ssd_mobilenet_docker,318.0,6,0,0.0
1908,ssd_mobilenet_docker,319.0,6,0,0.0
1909,ssd_mobilenet_docker,320.0,6,0,0.0
1910,ssd_mobilenet_docker,321.0,4,2,0.3333333333333333
1911,ssd_mobilenet_docker,322.0,4,2,0.3333333333333333
1912,ssd_mobilenet_docker,323.0,5,1,0.16666666666666666
1913,ssd_mobilenet_docker,324.0,7,1,0.16666666666666666
1914,ssd_mobilenet_docker,325.0,6,0,0.0
1915,ssd_mobilenet_docker,326.0,5,1,0.16666666666666666
1916,ssd_mobilenet_docker,327.0,4,2,0.3333333333333333
1917,ssd_mobilenet_docker,328.0,5,1,0.16666666666666666
1918,ssd_mobilenet_docker,329.0,5,1,0.16666666666666666
1919,ssd_mobilenet_docker,330.0,7,1,0.16666666666666666
1920,ssd_mobilenet_docker,331.0,6,0,0.0
1921,ssd_mobilenet_docker,332.0,5,1,0.16666666666666666
1922,ssd_mobilenet_docker,333.0,5,1,0.16666666666666666
1923,ssd_mobilenet_docker,334.0,4,2,0.3333333333333333
1924,ssd_mobilenet_docker,335.0,4,2,0.3333333333333333
1925,ssd_mobilenet_docker,336.0,5,1,0.16666666666666666
1926,ssd_mobilenet_docker,337.0,5,1,0.16666666666666666
1927,ssd_mobilenet_docker,338.0,4,2,0.3333333333333333
1928,ssd_mobilenet_docker,339.0,4,2,0.3333333333333333
1929,ssd_mobilenet_docker,340.0,5,1,0.16666666666666666
1930,ssd_mobilenet_docker,341.0,5,1,0.16666666666666666
1931,ssd_mobilenet_docker,342.0,3,3,0.5
1932,ssd_mobilenet_docker,343.0,3,3,0.5
1933,ssd_mobilenet_docker,344.0,4,2,0.3333333333333333
1934,ssd_mobilenet_docker,345.0,4,2,0.3333333333333333
1935,ssd_mobilenet_docker,346.0,4,2,0.3333333333333333
1936,ssd_mobilenet_docker,347.0,4,2,0.3333333333333333
1937,ssd_mobilenet_docker,348.0,4,2,0.3333333333333333
1938,ssd_mobilenet_docker,349.0,4,2,0.3333333333333333
1939,ssd_mobilenet_docker,350.0,5,1,0.16666666666666666
1940,ssd_mobilenet_docker,351.0,2,4,0.6666666666666666
1941,ssd_mobilenet_docker,352.0,3,3,0.5
1942,ssd_mobilenet_docker,353.0,2,4,0.6666666666666666
1943,ssd_mobilenet_docker,354.0,3,3,0.5
1944,ssd_mobilenet_docker,355.0,2,4,0.6666666666666666
1945,ssd_mobilenet_docker,356.0,2,4,0.6666666666666666
1946,ssd_mobilenet_docker,357.0,2,4,0.6666666666666666
1947,ssd_mobilenet_docker,358.0,4,2,0.3333333333333333
1948,ssd_mobilenet_docker,359.0,5,1,0.16666666666666666
1949,ssd_mobilenet_docker,360.0,4,2,0.3333333333333333
1950,ssd_mobilenet_docker,361.0,4,2,0.3333333333333333
1951,ssd_mobilenet_docker,362.0,5,1,0.16666666666666666
1952,ssd_mobilenet_docker,363.0,5,0,0.0
1953,ssd_mobilenet_docker,364.0,5,0,0.0
1954,ssd_mobilenet_docker,365.0,4,1,0.2
1955,ssd_mobilenet_docker,366.0,3,2,0.4
1956,ssd_mobilenet_docker,367.0,4,1,0.2
1957,ssd_mobilenet_docker,368.0,4,0,0.0
1958,ssd_mobilenet_docker,369.0,5,1,0.25
1959,ssd_mobilenet_docker,370.0,5,1,0.25
1960,ssd_mobilenet_docker,371.0,5,1,0.25
1961,ssd_mobilenet_docker,372.0,4,0,0.0
1962,ssd_mobilenet_docker,373.0,4,0,0.0
1963,ssd_mobilenet_docker,374.0,3,1,0.25
1964,ssd_mobilenet_docker,375.0,3,1,0.25
1965,ssd_mobilenet_docker,376.0,4,0,0.0
1966,ssd_mobilenet_docker,377.0,5,1,0.25
1967,ssd_mobilenet_docker,378.0,4,0,0.0
1968,ssd_mobilenet_docker,379.0,2,2,0.5
1969,ssd_mobilenet_docker,380.0,4,0,0.0
1970,ssd_mobilenet_docker,381.0,4,0,0.0
1971,ssd_mobilenet_docker,382.0,4,0,0.0
1972,ssd_mobilenet_docker,383.0,3,1,0.25
1973,ssd_mobilenet_docker,384.0,3,1,0.25
1974,ssd_mobilenet_docker,385.0,4,0,0.0
1975,ssd_mobilenet_docker,386.0,4,0,0.0
1976,ssd_mobilenet_docker,387.0,4,0,0.0
1977,ssd_mobilenet_docker,388.0,4,0,0.0
1978,ssd_mobilenet_docker,389.0,3,1,0.25
1979,ssd_mobilenet_docker,390.0,2,2,0.5
1980,ssd_mobilenet_docker,391.0,2,2,0.5
1981,ssd_mobilenet_docker,392.0,4,0,0.0
1982,ssd_mobilenet_docker,393.0,4,0,0.0
1983,ssd_mobilenet_docker,394.0,4,1,0.3333333333333333
1984,ssd_mobilenet_docker,395.0,3,0,0.0
1985,ssd_mobilenet_docker,396.0,2,1,0.3333333333333333
1986,ssd_mobilenet_docker,397.0,3,0,0.0
1987,ssd_mobilenet_docker,398.0,3,0,0.0
1988,ssd_mobilenet_docker,399.0,3,0,0.0
1989,ssd_mobilenet_docker,400.0,3,0,0.0
1990,ssd_mobilenet_docker,401.0,3,0,0.0
1991,ssd_mobilenet_docker,402.0,3,0,0.0
1992,ssd_mobilenet_docker,403.0,2,1,0.3333333333333333
1993,ssd_mobilenet_docker,404.0,3,0,0.0
1994,ssd_mobilenet_docker,405.0,2,0,0.0
1995,ssd_mobilenet_docker,406.0,2,0,0.0
1996,ssd_mobilenet_docker,407.0,2,0,0.0
1997,ssd_mobilenet_docker,408.0,2,0,0.0
1998,ssd_mobilenet_docker,409.0,3,1,0.5
1999,ssd_mobilenet_docker,410.0,2,0,0.0
2000,ssd_mobilenet_docker,411.0,2,0,0.0
2001,ssd_mobilenet_docker,412.0,3,1,0.5
2002,ssd_mobilenet_docker,413.0,2,0,0.0
2003,ssd_mobilenet_docker,414.0,2,0,0.0
2004,ssd_mobilenet_docker,415.0,2,0,0.0
2005,ssd_mobilenet_docker,416.0,2,0,0.0
2006,ssd_mobilenet_docker,417.0,2,0,0.0
2007,ssd_mobilenet_docker,418.0,2,0,0.0
2008,ssd_mobilenet_docker,419.0,2,0,0.0
2009,ssd_mobilenet_docker,420.0,2,0,0.0
2010,ssd_mobilenet_docker,421.0,2,0,0.0
2011,ssd_mobilenet_docker,422.0,2,0,0.0
2012,ssd_mobilenet_docker,423.0,1,2,0.6666666666666666
2013,ssd_mobilenet_docker,424.0,3,0,0.0
2014,ssd_mobilenet_docker,425.0,3,0,0.0
2015,ssd_mobilenet_docker,426.0,4,1,0.3333333333333333
2016,ssd_mobilenet_docker,427.0,4,1,0.3333333333333333
2017,ssd_mobilenet_docker,428.0,3,0,0.0
2018,ssd_mobilenet_docker,429.0,3,0,0.0
2019,ssd_mobilenet_docker,430.0,3,0,0.0
2020,ssd_mobilenet_docker,431.0,3,0,0.0
2021,ssd_mobilenet_docker,432.0,3,0,0.0
2022,ssd_mobilenet_docker,433.0,3,0,0.0
2023,ssd_mobilenet_docker,434.0,3,0,0.0
2024,ssd_mobilenet_docker,435.0,3,0,0.0
2025,ssd_mobilenet_docker,436.0,3,0,0.0
2026,ssd_mobilenet_docker,437.0,3,0,0.0
2027,ssd_mobilenet_docker,438.0,3,0,0.0
2028,ssd_mobilenet_docker,439.0,3,0,0.0
2029,ssd_mobilenet_docker,440.0,2,1,0.3333333333333333
2030,ssd_mobilenet_docker,441.0,3,0,0.0
2031,ssd_mobilenet_docker,442.0,3,0,0.0
2032,ssd_mobilenet_docker,443.0,4,1,0.3333333333333333
2033,ssd_mobilenet_docker,444.0,3,0,0.0
2034,ssd_mobilenet_docker,445.0,3,0,0.0
2035,ssd_mobilenet_docker,446.0,3,0,0.0
2036,ssd_mobilenet_docker,447.0,3,0,0.0
2037,ssd_mobilenet_docker,448.0,3,0,0.0
2038,ssd_mobilenet_docker,449.0,3,0,0.0
2039,ssd_mobilenet_docker,450.0,3,0,0.0
2040,ssd_mobilenet_docker,451.0,3,0,0.0
2041,ssd_mobilenet_docker,452.0,3,0,0.0
2042,ssd_mobilenet_docker,453.0,3,0,0.0
2043,ssd_mobilenet_docker,454.0,3,0,0.0
2044,ssd_mobilenet_docker,455.0,3,0,0.0
2045,ssd_mobilenet_docker,456.0,3,0,0.0
2046,ssd_mobilenet_docker,457.0,3,0,0.0
2047,ssd_mobilenet_docker,458.0,2,1,0.3333333333333333
2048,ssd_mobilenet_docker,459.0,3,0,0.0
2049,ssd_mobilenet_docker,460.0,1,2,0.6666666666666666
2050,ssd_mobilenet_docker,461.0,1,2,0.6666666666666666
2051,ssd_mobilenet_docker,462.0,2,1,0.3333333333333333
2052,ssd_mobilenet_docker,463.0,2,1,0.3333333333333333
2053,ssd_mobilenet_docker,464.0,2,1,0.3333333333333333
2054,ssd_mobilenet_docker,465.0,3,0,0.0
2055,ssd_mobilenet_docker,466.0,3,0,0.0
2056,ssd_mobilenet_docker,467.0,3,1,0.25
2057,ssd_mobilenet_docker,468.0,4,0,0.0
2058,ssd_mobilenet_docker,469.0,4,0,0.0
2059,ssd_mobilenet_docker,470.0,4,0,0.0
2060,ssd_mobilenet_docker,471.0,3,1,0.25
2061,ssd_mobilenet_docker,472.0,2,2,0.5
2062,ssd_mobilenet_docker,473.0,1,3,0.75
2063,ssd_mobilenet_docker,474.0,1,3,0.75
2064,ssd_mobilenet_docker,475.0,2,2,0.5
2065,ssd_mobilenet_docker,476.0,1,3,0.75
2066,ssd_mobilenet_docker,477.0,3,1,0.25
2067,ssd_mobilenet_docker,478.0,3,1,0.25
2068,ssd_mobilenet_docker,479.0,3,1,0.25
2069,ssd_mobilenet_docker,480.0,3,1,0.25
2070,ssd_mobilenet_docker,481.0,3,1,0.25
2071,ssd_mobilenet_docker,482.0,1,3,0.75
2072,ssd_mobilenet_docker,483.0,1,3,0.75
2073,ssd_mobilenet_docker,484.0,1,3,0.75
2074,ssd_mobilenet_docker,485.0,1,3,0.75
2075,ssd_mobilenet_docker,486.0,1,3,0.75
2076,ssd_mobilenet_docker,487.0,2,2,0.5
2077,ssd_mobilenet_docker,488.0,3,1,0.25
2078,ssd_mobilenet_docker,489.0,3,1,0.25
2079,ssd_mobilenet_docker,490.0,3,1,0.25
2080,ssd_mobilenet_docker,491.0,4,0,0.0
2081,ssd_mobilenet_docker,492.0,4,0,0.0
2082,ssd_mobilenet_docker,493.0,4,0,0.0
2083,ssd_mobilenet_docker,494.0,4,0,0.0
2084,ssd_mobilenet_docker,495.0,3,1,0.25
2085,ssd_mobilenet_docker,496.0,3,1,0.25
2086,ssd_mobilenet_docker,497.0,2,2,0.5
2087,ssd_mobilenet_docker,498.0,2,2,0.5
2088,ssd_mobilenet_docker,499.0,2,2,0.5
2089,ssd_mobilenet_docker,500.0,2,2,0.5
2090,ssd_mobilenet_docker,501.0,3,1,0.25
2091,ssd_mobilenet_docker,502.0,3,1,0.25
2092,ssd_mobilenet_docker,503.0,2,2,0.5
2093,ssd_mobilenet_docker,504.0,2,2,0.5
2094,ssd_mobilenet_docker,505.0,3,2,0.4
2095,ssd_mobilenet_docker,506.0,3,2,0.4
2096,ssd_mobilenet_docker,507.0,3,3,0.5
2097,ssd_mobilenet_docker,508.0,3,3,0.5
2098,ssd_mobilenet_docker,509.0,5,1,0.16666666666666666
2099,ssd_mobilenet_docker,510.0,5,1,0.16666666666666666
2100,ssd_mobilenet_docker,511.0,4,2,0.3333333333333333
2101,ssd_mobilenet_docker,512.0,4,2,0.3333333333333333
2102,ssd_mobilenet_docker,513.0,5,1,0.16666666666666666
2103,ssd_mobilenet_docker,514.0,5,1,0.16666666666666666
2104,ssd_mobilenet_docker,515.0,6,0,0.0
2105,ssd_mobilenet_docker,516.0,5,1,0.16666666666666666
2106,ssd_mobilenet_docker,517.0,4,2,0.3333333333333333
2107,ssd_mobilenet_docker,518.0,4,2,0.3333333333333333
2108,ssd_mobilenet_docker,519.0,5,1,0.16666666666666666
2109,ssd_mobilenet_docker,520.0,6,1,0.2
2110,ssd_mobilenet_docker,521.0,5,0,0.0
2111,ssd_mobilenet_docker,522.0,5,0,0.0
2112,ssd_mobilenet_docker,523.0,5,0,0.0
2113,ssd_mobilenet_docker,524.0,4,1,0.2
2114,ssd_mobilenet_docker,525.0,2,3,0.6
2115,ssd_mobilenet_docker,526.0,4,1,0.2
2116,ssd_mobilenet_docker,527.0,3,2,0.4
2117,ssd_mobilenet_docker,528.0,3,2,0.4
2118,ssd_mobilenet_docker,529.0,2,4,0.6666666666666666
2119,ssd_mobilenet_docker,530.0,2,4,0.6666666666666666
2120,ssd_mobilenet_docker,531.0,4,2,0.3333333333333333
2121,ssd_mobilenet_docker,532.0,4,2,0.3333333333333333
2122,ssd_mobilenet_docker,533.0,5,1,0.16666666666666666
2123,ssd_mobilenet_docker,534.0,5,1,0.16666666666666666
2124,ssd_mobilenet_docker,535.0,5,1,0.16666666666666666
2125,ssd_mobilenet_docker,536.0,5,1,0.16666666666666666
2126,ssd_mobilenet_docker,537.0,5,1,0.16666666666666666
2127,ssd_mobilenet_docker,538.0,5,1,0.16666666666666666
2128,ssd_mobilenet_docker,539.0,6,0,0.0
2129,ssd_mobilenet_docker,540.0,5,1,0.16666666666666666
2130,ssd_mobilenet_docker,541.0,4,2,0.3333333333333333
2131,ssd_mobilenet_docker,542.0,6,0,0.0
2132,ssd_mobilenet_docker,543.0,4,2,0.3333333333333333
2133,ssd_mobilenet_docker,544.0,5,1,0.16666666666666666
2134,ssd_mobilenet_docker,545.0,5,1,0.16666666666666666
2135,ssd_mobilenet_docker,546.0,5,1,0.16666666666666666
2136,ssd_mobilenet_docker,547.0,5,1,0.16666666666666666
2137,ssd_mobilenet_docker,548.0,5,1,0.16666666666666666
2138,ssd_mobilenet_docker,549.0,5,1,0.16666666666666666
2139,ssd_mobilenet_docker,550.0,5,1,0.16666666666666666
2140,ssd_mobilenet_docker,551.0,5,1,0.16666666666666666
2141,ssd_mobilenet_docker,552.0,5,1,0.16666666666666666
2142,ssd_mobilenet_docker,553.0,5,1,0.16666666666666666
2143,ssd_mobilenet_docker,554.0,5,1,0.16666666666666666
2144,ssd_mobilenet_docker,555.0,5,1,0.16666666666666666
2145,ssd_mobilenet_docker,556.0,4,2,0.3333333333333333
2146,ssd_mobilenet_docker,557.0,4,2,0.3333333333333333
2147,ssd_mobilenet_docker,558.0,4,2,0.3333333333333333
2148,ssd_mobilenet_docker,559.0,4,2,0.3333333333333333
2149,ssd_mobilenet_docker,560.0,5,1,0.16666666666666666
2150,ssd_mobilenet_docker,561.0,3,3,0.5
2151,ssd_mobilenet_docker,562.0,4,2,0.3333333333333333
2152,ssd_mobilenet_docker,563.0,5,1,0.16666666666666666
2153,ssd_mobilenet_docker,564.0,5,1,0.16666666666666666
2154,ssd_mobilenet_docker,565.0,5,1,0.16666666666666666
2155,ssd_mobilenet_docker,566.0,5,1,0.16666666666666666
2156,ssd_mobilenet_docker,567.0,5,1,0.16666666666666666
2157,ssd_mobilenet_docker,568.0,5,1,0.16666666666666666
2158,ssd_mobilenet_docker,569.0,6,0,0.0
2159,ssd_mobilenet_docker,570.0,4,2,0.3333333333333333
2160,ssd_mobilenet_docker,571.0,4,2,0.3333333333333333
2161,ssd_mobilenet_docker,572.0,5,1,0.16666666666666666
2162,ssd_mobilenet_docker,573.0,7,1,0.16666666666666666
2163,ssd_mobilenet_docker,574.0,5,1,0.16666666666666666
2164,ssd_mobilenet_docker,575.0,4,2,0.3333333333333333
2165,ssd_mobilenet_docker,576.0,6,1,0.14285714285714285
2166,ssd_mobilenet_docker,577.0,6,1,0.14285714285714285
2167,ssd_mobilenet_docker,578.0,5,1,0.16666666666666666
2168,ssd_mobilenet_docker,579.0,5,1,0.16666666666666666
2169,ssd_mobilenet_docker,580.0,3,3,0.5
2170,ssd_mobilenet_docker,581.0,5,1,0.16666666666666666
2171,ssd_mobilenet_docker,582.0,3,3,0.5
2172,ssd_mobilenet_docker,583.0,4,2,0.3333333333333333
2173,ssd_mobilenet_docker,584.0,4,2,0.3333333333333333
2174,ssd_mobilenet_docker,585.0,6,0,0.0
2175,ssd_mobilenet_docker,586.0,5,1,0.16666666666666666
2176,ssd_mobilenet_docker,587.0,3,3,0.5
2177,ssd_mobilenet_docker,588.0,3,3,0.5
2178,ssd_mobilenet_docker,589.0,3,3,0.5
2179,ssd_mobilenet_docker,590.0,2,4,0.6666666666666666
2180,ssd_mobilenet_docker,591.0,3,3,0.5
2181,ssd_mobilenet_docker,592.0,3,3,0.5
2182,ssd_mobilenet_docker,593.0,3,3,0.5
2183,ssd_mobilenet_docker,594.0,4,2,0.3333333333333333
2184,ssd_mobilenet_docker,595.0,5,1,0.16666666666666666
2185,ssd_mobilenet_docker,596.0,4,2,0.3333333333333333
2186,ssd_mobilenet_docker,597.0,6,0,0.0
2187,ssd_mobilenet_docker,598.0,4,2,0.3333333333333333
2188,ssd_mobilenet_docker,599.0,5,1,0.16666666666666666
2189,ssd_mobilenet_docker,600.0,5,1,0.16666666666666666
2190,ssd_mobilenet_docker,601.0,6,0,0.0
2191,ssd_mobilenet_docker,602.0,4,2,0.3333333333333333
2192,ssd_mobilenet_docker,603.0,4,2,0.3333333333333333
2193,ssd_mobilenet_docker,604.0,5,1,0.16666666666666666
2194,ssd_mobilenet_docker,605.0,5,1,0.16666666666666666
2195,ssd_mobilenet_docker,606.0,6,0,0.0
2196,ssd_mobilenet_docker,607.0,5,1,0.16666666666666666
2197,ssd_mobilenet_docker,608.0,7,1,0.16666666666666666
2198,ssd_mobilenet_docker,609.0,5,1,0.16666666666666666
2199,ssd_mobilenet_docker,610.0,6,0,0.0
2200,ssd_mobilenet_docker,611.0,7,0,0.0
2201,ssd_mobilenet_docker,612.0,6,1,0.14285714285714285
2202,ssd_mobilenet_docker,613.0,7,0,0.0
2203,ssd_mobilenet_docker,614.0,6,0,0.0
2204,ssd_mobilenet_docker,615.0,7,1,0.16666666666666666
2205,ssd_mobilenet_docker,616.0,6,0,0.0
2206,ssd_mobilenet_docker,617.0,6,0,0.0
2207,ssd_mobilenet_docker,618.0,5,1,0.16666666666666666
2208,ssd_mobilenet_docker,619.0,6,0,0.0
2209,ssd_mobilenet_docker,620.0,6,0,0.0
2210,ssd_mobilenet_docker,621.0,6,0,0.0
2211,ssd_mobilenet_docker,622.0,3,3,0.5
2212,ssd_mobilenet_docker,623.0,5,1,0.16666666666666666
2213,ssd_mobilenet_docker,624.0,4,2,0.3333333333333333
2214,ssd_mobilenet_docker,625.0,5,1,0.16666666666666666
2215,ssd_mobilenet_docker,626.0,2,4,0.6666666666666666
2216,ssd_mobilenet_docker,627.0,3,3,0.5
2217,ssd_mobilenet_docker,628.0,3,3,0.5
2218,ssd_mobilenet_docker,629.0,4,2,0.3333333333333333
2219,ssd_mobilenet_docker,630.0,4,2,0.3333333333333333
2220,ssd_mobilenet_docker,631.0,4,2,0.3333333333333333
2221,ssd_mobilenet_docker,632.0,3,3,0.5
2222,ssd_mobilenet_docker,633.0,3,3,0.5
2223,ssd_mobilenet_docker,634.0,2,4,0.6666666666666666
2224,ssd_mobilenet_docker,635.0,3,3,0.5
2225,ssd_mobilenet_docker,636.0,4,2,0.3333333333333333
2226,ssd_mobilenet_docker,637.0,4,2,0.3333333333333333
2227,ssd_mobilenet_docker,638.0,5,1,0.16666666666666666
2228,ssd_mobilenet_docker,639.0,4,2,0.3333333333333333
2229,ssd_mobilenet_docker,640.0,4,2,0.3333333333333333
2230,ssd_mobilenet_docker,641.0,6,0,0.0
2231,ssd_mobilenet_docker,642.0,6,0,0.0
2232,ssd_mobilenet_docker,643.0,7,1,0.16666666666666666
2233,ssd_mobilenet_docker,644.0,6,0,0.0
2234,ssd_mobilenet_docker,645.0,7,1,0.16666666666666666
2235,ssd_mobilenet_docker,646.0,5,1,0.16666666666666666
2236,ssd_mobilenet_docker,647.0,6,0,0.0
2237,ssd_mobilenet_docker,648.0,5,1,0.16666666666666666
2238,ssd_mobilenet_docker,649.0,5,1,0.16666666666666666
2239,ssd_mobilenet_docker,650.0,5,1,0.16666666666666666
2240,ssd_mobilenet_docker,651.0,6,0,0.0
2241,ssd_mobilenet_docker,652.0,6,0,0.0
2242,ssd_mobilenet_docker,653.0,5,1,0.16666666666666666
2243,ssd_mobilenet_docker,654.0,5,1,0.16666666666666666
2244,ssd_mobilenet_docker,655.0,5,1,0.16666666666666666
2245,ssd_mobilenet_docker,656.0,6,0,0.0
2246,ssd_mobilenet_docker,657.0,7,1,0.16666666666666666
2247,ssd_mobilenet_docker,658.0,6,0,0.0
2248,ssd_mobilenet_docker,659.0,6,0,0.0
2249,ssd_mobilenet_docker,660.0,5,2,0.2857142857142857
2250,ssd_mobilenet_docker,661.0,4,3,0.42857142857142855
2251,ssd_mobilenet_docker,662.0,6,1,0.14285714285714285
2252,ssd_mobilenet_docker,663.0,6,1,0.14285714285714285
2253,ssd_mobilenet_docker,664.0,5,2,0.2857142857142857
2254,ssd_mobilenet_docker,665.0,5,2,0.2857142857142857
2255,ssd_mobilenet_docker,666.0,6,1,0.14285714285714285
2256,ssd_mobilenet_docker,667.0,6,1,0.14285714285714285
2257,ssd_mobilenet_docker,668.0,7,0,0.0
2258,ssd_mobilenet_docker,669.0,5,2,0.2857142857142857
2259,ssd_mobilenet_docker,670.0,6,1,0.14285714285714285
2260,ssd_mobilenet_docker,671.0,6,1,0.14285714285714285
2261,ssd_mobilenet_docker,672.0,5,2,0.2857142857142857
2262,ssd_mobilenet_docker,673.0,3,4,0.5714285714285714
2263,ssd_mobilenet_docker,674.0,7,0,0.0
2264,ssd_mobilenet_docker,675.0,6,1,0.14285714285714285
2265,ssd_mobilenet_docker,676.0,5,2,0.2857142857142857
2266,ssd_mobilenet_docker,677.0,4,3,0.42857142857142855
2267,ssd_mobilenet_docker,678.0,7,0,0.0
2268,ssd_mobilenet_docker,679.0,6,1,0.14285714285714285
2269,ssd_mobilenet_docker,680.0,7,0,0.0
2270,ssd_mobilenet_docker,681.0,6,1,0.14285714285714285
2271,ssd_mobilenet_docker,682.0,6,1,0.14285714285714285
2272,ssd_mobilenet_docker,683.0,5,2,0.2857142857142857
2273,ssd_mobilenet_docker,684.0,3,4,0.5714285714285714
2274,ssd_mobilenet_docker,685.0,4,3,0.42857142857142855
2275,ssd_mobilenet_docker,686.0,3,4,0.5714285714285714
2276,ssd_mobilenet_docker,687.0,4,3,0.42857142857142855
2277,ssd_mobilenet_docker,688.0,5,2,0.2857142857142857
2278,ssd_mobilenet_docker,689.0,8,1,0.14285714285714285
2279,ssd_mobilenet_docker,690.0,7,0,0.0
2280,ssd_mobilenet_docker,691.0,7,0,0.0
2281,ssd_mobilenet_docker,692.0,6,1,0.14285714285714285
2282,ssd_mobilenet_docker,693.0,5,2,0.2857142857142857
2283,ssd_mobilenet_docker,694.0,6,1,0.14285714285714285
2284,ssd_mobilenet_docker,695.0,6,1,0.14285714285714285
2285,ssd_mobilenet_docker,696.0,7,0,0.0
2286,ssd_mobilenet_docker,697.0,5,3,0.375
2287,ssd_mobilenet_docker,698.0,6,2,0.25
2288,ssd_mobilenet_docker,699.0,6,2,0.25
2289,ssd_mobilenet_docker,700.0,6,2,0.25
2290,ssd_mobilenet_docker,701.0,6,2,0.25
2291,ssd_mobilenet_docker,702.0,6,2,0.25
2292,ssd_mobilenet_docker,703.0,6,2,0.25
2293,ssd_mobilenet_docker,704.0,6,2,0.25
2294,ssd_mobilenet_docker,705.0,6,2,0.25
2295,ssd_mobilenet_docker,706.0,7,1,0.125
2296,ssd_mobilenet_docker,707.0,5,3,0.375
2297,ssd_mobilenet_docker,708.0,6,2,0.25
2298,ssd_mobilenet_docker,709.0,5,3,0.375
2299,ssd_mobilenet_docker,710.0,6,2,0.25
2300,ssd_mobilenet_docker,711.0,6,2,0.25
2301,ssd_mobilenet_docker,712.0,5,3,0.375
2302,ssd_mobilenet_docker,713.0,6,2,0.25
2303,ssd_mobilenet_docker,714.0,6,2,0.25
2304,ssd_mobilenet_docker,715.0,7,1,0.125
2305,ssd_mobilenet_docker,716.0,8,0,0.0
2306,ssd_mobilenet_docker,717.0,8,0,0.0
2307,ssd_mobilenet_docker,718.0,8,0,0.0
2308,ssd_mobilenet_docker,719.0,8,0,0.0
2309,ssd_mobilenet_docker,720.0,8,0,0.0
2310,ssd_mobilenet_docker,721.0,8,0,0.0
2311,ssd_mobilenet_docker,722.0,5,3,0.375
2312,ssd_mobilenet_docker,723.0,5,3,0.375
2313,ssd_mobilenet_docker,724.0,5,3,0.375
2314,ssd_mobilenet_docker,725.0,5,3,0.375
2315,ssd_mobilenet_docker,726.0,4,4,0.5
2316,ssd_mobilenet_docker,727.0,4,4,0.5
2317,ssd_mobilenet_docker,728.0,2,6,0.75
2318,ssd_mobilenet_docker,729.0,3,5,0.625
2319,ssd_mobilenet_docker,730.0,4,4,0.5
2320,ssd_mobilenet_docker,731.0,5,3,0.375
2321,ssd_mobilenet_docker,732.0,5,3,0.375
2322,ssd_mobilenet_docker,733.0,6,2,0.25
2323,ssd_mobilenet_docker,734.0,6,2,0.25
2324,ssd_mobilenet_docker,735.0,5,3,0.375
2325,ssd_mobilenet_docker,736.0,6,2,0.25
2326,ssd_mobilenet_docker,737.0,7,1,0.125
2327,ssd_mobilenet_docker,738.0,7,1,0.125
2328,ssd_mobilenet_docker,739.0,6,2,0.25
2329,ssd_mobilenet_docker,740.0,6,2,0.25
2330,ssd_mobilenet_docker,741.0,7,1,0.125
2331,ssd_mobilenet_docker,742.0,7,1,0.125
2332,ssd_mobilenet_docker,743.0,7,0,0.0
2333,ssd_mobilenet_docker,744.0,7,0,0.0
2334,ssd_mobilenet_docker,745.0,6,1,0.14285714285714285
2335,ssd_mobilenet_docker,746.0,5,2,0.2857142857142857
2336,ssd_mobilenet_docker,747.0,5,2,0.2857142857142857
2337,ssd_mobilenet_docker,748.0,4,3,0.42857142857142855
2338,ssd_mobilenet_docker,749.0,6,1,0.14285714285714285
2339,ssd_mobilenet_docker,750.0,5,2,0.2857142857142857
2340,ssd_mobilenet_docker,751.0,5,2,0.2857142857142857
2341,ssd_mobilenet_docker,752.0,4,3,0.42857142857142855
2342,ssd_mobilenet_docker,753.0,5,2,0.2857142857142857
2343,ssd_mobilenet_docker,754.0,5,2,0.2857142857142857
2344,ssd_mobilenet_docker,755.0,4,3,0.42857142857142855
2345,ssd_mobilenet_docker,756.0,4,3,0.42857142857142855
2346,ssd_mobilenet_docker,757.0,4,3,0.42857142857142855
2347,ssd_mobilenet_docker,758.0,3,4,0.5714285714285714
2348,ssd_mobilenet_docker,759.0,5,2,0.2857142857142857
2349,ssd_mobilenet_docker,760.0,5,2,0.2857142857142857
2350,ssd_mobilenet_docker,761.0,2,5,0.7142857142857143
2351,ssd_mobilenet_docker,762.0,3,4,0.5714285714285714
2352,ssd_mobilenet_docker,763.0,3,4,0.5714285714285714
